EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,Department_clean,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Data_Quality_Notes
RM674,33,26-35,No,Travel_Rarely,1198,Research & Development,Research & Development,1,4,Other,1,939,3,Male,100,2,1,Research Scientist,1,Single,2799,Upto 5k,3339,3,Y,Yes,11,3,2,80,0,6,1,3,3,2,0,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM657,32,26-35,Yes,Travel_Rarely,374,Research & Development,Research & Development,25,4,Life Sciences,1,911,1,Male,87,3,1,Laboratory Technician,4,Single,2795,Upto 5k,18016,1,Y,Yes,24,4,3,80,0,1,2,1,1,0,0,1,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM261,32,26-35,No,Travel_Frequently,1311,Research & Development,Research & Development,7,3,Life Sciences,1,359,2,Male,100,4,1,Laboratory Technician,2,Married,2794,Upto 5k,26062,1,Y,No,20,4,3,80,0,5,3,1,5,1,0,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM227,37,36-45,No,Travel_Frequently,319,Sales,Research & Development,4,4,Marketing,1,311,1,Male,41,3,1,Sales Representative,4,Divorced,2793,Upto 5k,2539,4,Y,No,17,3,3,80,1,13,2,3,9,8,5,8,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM819,31,26-35,No,Travel_Frequently,793,Sales,Research & Development,20,3,Life Sciences,1,1135,3,Male,67,4,1,Sales Representative,4,Married,2791,Upto 5k,21981,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM293,31,26-35,No,Travel_Frequently,444,Sales,Human Resources,5,3,Marketing,1,399,4,Female,84,3,1,Sales Representative,2,Divorced,2789,Upto 5k,3909,1,Y,No,11,3,3,80,1,2,5,2,2,2,2,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM981,31,26-35,Yes,Travel_Frequently,703,Sales,Research & Development,2,3,Life Sciences,1,1379,3,Female,90,2,1,Sales Representative,4,Single,2785,Upto 5k,11882,7,Y,No,14,3,3,80,0,3,3,4,1,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1179,20,18-25,No,Travel_Rarely,1141,Sales,Research & Development,2,3,Medical,1,1657,3,Female,31,3,1,Sales Representative,3,Single,2783,Upto 5k,13251,1,Y,No,19,3,1,80,0,2,3,3,2,2,2,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM578,37,36-45,No,Travel_Rarely,571,Research & Development,Sales,10,1,Life Sciences,1,802,4,Female,82,3,1,Research Scientist,1,Divorced,2782,Upto 5k,19905,0,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1421,41,36-45,No,Travel_Rarely,642,Research & Development,Sales,1,3,Life Sciences,1,1999,4,Male,76,3,1,Research Scientist,4,Married,2782,Upto 5k,21412,3,Y,No,22,4,1,80,1,12,3,3,5,3,1,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM884,33,26-35,No,Travel_Rarely,117,Research & Development,Research & Development,9,3,Medical,1,1238,1,Male,60,3,1,Research Scientist,4,Married,2781,Upto 5k,6311,0,Y,No,13,3,2,80,1,15,5,3,14,10,4,10,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM668,41,36-45,Yes,Travel_Rarely,1085,Research & Development,Sales,2,4,Life Sciences,1,927,2,Female,57,1,1,Laboratory Technician,4,Divorced,2778,Upto 5k,17725,4,Y,Yes,13,3,3,80,1,10,1,2,7,7,1,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM114,24,18-25,No,Travel_Rarely,1127,Research & Development,Human Resources,18,1,Life Sciences,1,150,2,Male,52,3,1,Laboratory Technician,3,Married,2774,Upto 5k,13257,0,Y,No,12,3,3,80,1,6,2,3,5,3,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM499,22,18-25,No,Travel_Rarely,604,Research & Development,Research & Development,6,1,Medical,1,675,1,Male,69,3,1,Research Scientist,3,Married,2773,Upto 5k,12145,0,Y,No,20,4,4,80,0,3,3,3,2,2,2,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM433,34,26-35,No,Travel_Rarely,1303,Research & Development,Research & Development,2,4,Life Sciences,1,579,4,Male,62,2,1,Research Scientist,3,Divorced,2768,Upto 5k,8416,3,Y,No,12,3,3,80,1,14,3,3,7,3,5,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1264,42,36-45,No,Travel_Rarely,855,Research & Development,Research & Development,12,3,Medical,1,1768,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766,Upto 5k,8952,8,Y,No,22,4,2,80,3,7,6,2,5,3,0,4,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1250,29,26-35,Yes,Travel_Rarely,428,Sales,Research & Development,9,3,Marketing,1,1752,2,Female,52,1,1,Sales Representative,2,Single,2760,Upto 5k,14630,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM548,42,36-45,Yes,Travel_Frequently,933,Research & Development,Sales,19,3,Medical,1,752,3,Male,57,4,1,Research Scientist,3,Divorced,2759,Upto 5k,20366,6,Y,Yes,12,3,4,80,0,7,2,3,2,2,2,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM186,33,26-35,No,Travel_Rarely,931,Research & Development,Research & Development,14,3,Medical,1,252,4,Female,72,3,1,Research Scientist,2,Married,2756,Upto 5k,4673,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM881,32,26-35,No,Travel_Frequently,116,Research & Development,Research & Development,13,3,Other,1,1234,3,Female,77,2,1,Laboratory Technician,2,Married,2743,Upto 5k,7331,1,Y,No,20,4,3,80,1,2,2,3,2,2,2,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM753,36,36-45,Yes,Travel_Rarely,885,Research & Development,Research & Development,16,4,Life Sciences,1,1042,3,Female,43,4,1,Laboratory Technician,1,Single,2743,Upto 5k,8269,1,Y,No,16,3,3,80,0,18,1,3,17,13,15,14,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1040,34,26-35,Yes,Travel_Rarely,1107,Human Resources,Research & Development,9,4,Technical Degree,1,1467,1,Female,52,3,1,Human Resources,3,Married,2742,Upto 5k,3072,1,Y,No,15,3,4,80,0,2,0,3,2,2,2,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM454,26,26-35,Yes,Travel_Frequently,426,Human Resources,Research & Development,17,4,Life Sciences,1,608,2,Female,58,3,1,Human Resources,3,Divorced,2741,Upto 5k,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM874,36,36-45,No,Travel_Rarely,917,Research & Development,Research & Development,6,4,Life Sciences,1,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,Upto 5k,6865,1,Y,No,14,3,3,80,1,7,4,3,7,7,1,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM204,40,36-45,No,Travel_Rarely,905,Research & Development,Research & Development,19,2,Medical,1,281,3,Male,99,3,2,Laboratory Technician,4,Married,2741,Upto 5k,16523,8,Y,Yes,15,3,3,80,1,15,2,4,7,2,3,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1198,20,18-25,No,Travel_Rarely,727,Sales,Human Resources,9,1,Life Sciences,1,1680,4,Male,54,3,1,Sales Representative,1,Single,2728,Upto 5k,21082,1,Y,No,11,3,1,80,0,2,3,3,2,2,0,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM475,24,18-25,No,Travel_Rarely,691,Research & Development,Sales,23,3,Medical,1,639,2,Male,89,4,1,Research Scientist,4,Married,2725,Upto 5k,21630,1,Y,Yes,11,3,2,80,2,6,3,3,6,5,1,4,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM259,51,46-55,No,Travel_Rarely,833,Research & Development,Research & Development,1,3,Life Sciences,1,353,3,Male,96,3,1,Research Scientist,4,Married,2723,Upto 5k,23231,1,Y,No,11,3,2,80,0,1,0,2,1,0,0,,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM520,29,26-35,No,Travel_Frequently,806,Research & Development,Research & Development,1,4,Life Sciences,1,710,2,Male,76,1,1,Research Scientist,4,Divorced,2720,Upto 5k,18959,1,Y,No,18,3,4,80,1,10,5,3,10,7,2,8,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM147,30,26-35,No,Travel_Rarely,1427,Research & Development,Research & Development,2,1,Medical,1,198,2,Male,35,2,1,Laboratory Technician,4,Single,2720,Upto 5k,11162,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1261,32,26-35,No,Non-Travel,953,Research & Development,Sales,5,4,Technical Degree,1,1764,2,Male,65,3,1,Research Scientist,2,Single,2718,Upto 5k,17674,2,Y,No,14,3,2,80,0,12,3,3,7,7,0,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM371,21,18-25,Yes,Travel_Rarely,156,Sales,Sales,12,3,Life Sciences,1,494,3,Female,90,4,1,Sales Representative,2,Single,2716,Upto 5k,25422,1,Y,No,15,3,4,80,0,1,0,3,1,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM163,28,26-35,No,Travel_Rarely,440,Research & Development,Sales,21,3,Medical,1,221,3,Male,42,3,1,Research Scientist,4,Married,2713,Upto 5k,6672,1,Y,No,11,3,3,80,1,5,2,1,5,2,0,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM237,33,26-35,Yes,Travel_Rarely,465,Research & Development,Sales,2,2,Life Sciences,1,328,1,Female,39,3,1,Laboratory Technician,1,Married,2707,Upto 5k,21509,7,Y,No,20,4,1,80,0,13,3,4,9,7,1,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1324,28,26-35,No,Non-Travel,280,Human Resources,Sales,1,2,Life Sciences,1,1858,3,Male,43,3,1,Human Resources,4,Divorced,2706,Upto 5k,10494,1,Y,No,15,3,2,80,1,3,2,3,3,2,2,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1303,35,26-35,No,Travel_Rarely,185,Research & Development,Research & Development,23,4,Medical,1,1826,2,Male,91,1,1,Laboratory Technician,3,Married,2705,Upto 5k,9696,0,Y,No,16,3,2,80,1,6,2,4,5,4,0,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM828,28,26-35,No,Travel_Frequently,773,Research & Development,Research & Development,6,3,Life Sciences,1,1154,3,Male,39,2,1,Research Scientist,3,Divorced,2703,Upto 5k,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM072,29,26-35,No,Travel_Rarely,1328,Research & Development,Research & Development,2,3,Life Sciences,1,94,3,Male,76,3,1,Research Scientist,2,Married,2703,Upto 5k,4956,0,Y,No,23,4,4,80,1,6,3,3,5,4,0,,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM595,29,26-35,No,Travel_Rarely,1252,Research & Development,Research & Development,23,2,Life Sciences,1,824,3,Male,81,4,1,Research Scientist,3,Married,2700,Upto 5k,23779,1,Y,No,24,4,3,80,1,10,3,3,10,7,0,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM351,42,36-45,No,Travel_Rarely,544,Human Resources,Research & Development,2,1,Technical Degree,1,470,3,Male,52,3,1,Human Resources,3,Divorced,2696,Upto 5k,24017,0,Y,Yes,11,3,3,80,1,4,5,3,3,2,1,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM313,31,26-35,No,Travel_Rarely,192,Research & Development,Research & Development,2,4,Life Sciences,1,426,3,Male,32,3,1,Research Scientist,4,Divorced,2695,Upto 5k,7747,0,Y,Yes,18,3,2,80,1,3,2,1,2,2,2,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM587,24,18-25,No,Non-Travel,1092,Research & Development,Research & Development,9,3,Life Sciences,1,812,3,Male,60,2,1,Laboratory Technician,2,Divorced,2694,Upto 5k,26551,1,Y,No,11,3,3,80,3,1,4,3,1,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM664,21,18-25,Yes,Travel_Rarely,1427,Research & Development,Research & Development,18,1,Other,1,923,4,Female,65,3,1,Research Scientist,4,Single,2693,Upto 5k,8870,1,Y,No,19,3,1,80,0,1,3,2,1,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM008,30,26-35,No,Travel_Rarely,1358,Research & Development,Sales,24,1,Life Sciences,1,11,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,Upto 5k,13335,1,Y,No,22,4,2,80,1,1,2,3,1,0,0,,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM504,34,26-35,No,Travel_Rarely,1397,Research & Development,Research & Development,1,5,Life Sciences,1,683,2,Male,42,3,1,Research Scientist,4,Married,2691,Upto 5k,7660,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1135,35,26-35,No,Travel_Rarely,1349,Research & Development,Research & Development,7,2,Life Sciences,1,1601,3,Male,63,2,1,Laboratory Technician,4,Married,2690,Upto 5k,7713,1,Y,No,18,3,4,80,1,1,5,2,1,0,0,1,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
